post_url,channel_username,message_id,course,course_match_status,scenario_post_time,scenario_sales_utc_offset_hours,before_72h_amount_kopecks,after_72h_amount_kopecks,before_72h_lines,after_72h_lines,fits_observed_time_bounds,other_observed_activity_posts_around,interpretation,before_72h_case_amount_rub,after_72h_case_amount_rub
https://t.me/postypashki_old/1852,postypashki_old,1852,Аналитика про,family_candidate,2026-08-16 16:39:39,0,495000,1672000,1,2,True,5,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,4950.0,16720.0
https://t.me/postypashki_old/1852,postypashki_old,1852,ML про,family_candidate,2026-08-16 16:39:39,0,847500,0,1,0,True,5,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,8475.0,0.0
https://t.me/postypashki_old/1852,postypashki_old,1852,Backend про,family_candidate,2026-08-16 16:39:39,0,0,700000,0,1,True,5,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,0.0,7000.0
https://t.me/postypashki_old/1852,postypashki_old,1852,Алгоритмы про,family_candidate,2026-08-16 16:39:39,0,0,0,0,0,True,5,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,0.0,0.0
https://t.me/postypashki_old/1852,postypashki_old,1852,AI агенты,family_candidate,2026-08-16 16:39:39,0,0,0,0,0,True,5,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,0.0,0.0
https://t.me/postypashki_old/1859,postypashki_old,1859,Аналитика про,family_candidate,2026-08-22 10:19:48,0,824500,15132500,1,19,True,10,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,8245.0,151325.0
https://t.me/postypashki_old/1859,postypashki_old,1859,ML про,family_candidate,2026-08-22 10:19:48,0,0,11177500,0,14,True,10,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,0.0,111775.0
https://t.me/postypashki_old/1859,postypashki_old,1859,Backend про,family_candidate,2026-08-22 10:19:48,0,1547500,7889750,2,10,True,10,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,15475.0,78897.5
https://t.me/postypashki_old/1859,postypashki_old,1859,Алгоритмы про,family_candidate,2026-08-22 10:19:48,0,847500,5875000,1,8,True,10,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,8475.0,58750.0
https://t.me/postypashki_old/1859,postypashki_old,1859,AI агенты,family_candidate,2026-08-22 10:19:48,0,895000,22230050,1,28,True,10,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,8950.0,222300.5
https://t.me/postypashki_old/1860,postypashki_old,1860,AI агенты,explicit,2026-08-23 08:51:41,0,3880000,23472550,5,29,True,12,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,38800.0,234725.5
https://t.me/chad_protocol/524,chad_protocol,524,Аналитика про,family_candidate,2026-08-23 10:05:55,0,4659500,12045000,6,15,True,12,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,46595.0,120450.0
https://t.me/chad_protocol/524,chad_protocol,524,ML про,family_candidate,2026-08-23 10:05:55,0,3712500,8935000,5,11,True,12,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,37125.0,89350.0
https://t.me/chad_protocol/524,chad_protocol,524,Backend про,family_candidate,2026-08-23 10:05:55,0,5477500,5502250,7,7,True,12,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,54775.0,55022.5
https://t.me/chad_protocol/524,chad_protocol,524,Алгоритмы про,family_candidate,2026-08-23 10:05:55,0,3735000,3882500,5,5,True,12,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,37350.0,38825.0
https://t.me/chad_protocol/524,chad_protocol,524,AI агенты,family_candidate,2026-08-23 10:05:55,0,3880000,24367550,5,30,True,12,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,38800.0,243675.5
https://t.me/algoses/614,algoses,614,Алгоритмы про,explicit,2026-08-23 14:09:54,0,3735000,3882500,5,5,True,12,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,37350.0,38825.0
https://t.me/postypashki_old/1863,postypashki_old,1863,Backend про,explicit,2026-08-23 16:20:03,0,6322500,4657250,8,6,True,11,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,63225.0,46572.5
https://t.me/chad_protocol/527,chad_protocol,527,ML про,explicit,2026-08-24 16:24:29,0,10430000,3810000,13,5,True,12,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,104300.0,38100.0
https://t.me/chad_protocol/527,chad_protocol,527,AI агенты,explicit,2026-08-24 16:24:29,0,20135050,12938750,25,16,True,12,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,201350.5,129387.5
https://t.me/postypashki_mems/1398,postypashki_mems,1398,Аналитика про,family_candidate,2026-08-25 12:25:21,0,15132500,1495000,19,2,True,11,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,151325.0,14950.0
https://t.me/postypashki_mems/1398,postypashki_mems,1398,ML про,family_candidate,2026-08-25 12:25:21,0,10430000,4507500,13,6,True,11,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,104300.0,45075.0
https://t.me/postypashki_mems/1398,postypashki_mems,1398,Backend про,family_candidate,2026-08-25 12:25:21,0,4999750,2990000,6,4,True,11,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,49997.5,29900.0
https://t.me/postypashki_mems/1398,postypashki_mems,1398,Алгоритмы про,family_candidate,2026-08-25 12:25:21,0,5127500,895000,7,1,True,11,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,51275.0,8950.0
https://t.me/postypashki_mems/1398,postypashki_mems,1398,AI агенты,family_candidate,2026-08-25 12:25:21,0,22377550,9053750,28,11,True,11,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,223775.5,90537.5
https://t.me/algoses/615,algoses,615,Аналитика про,family_candidate,2026-08-25 16:10:56,0,14287500,1495000,18,2,True,12,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,142875.0,14950.0
https://t.me/algoses/615,algoses,615,ML про,family_candidate,2026-08-25 16:10:56,0,11152500,3785000,14,5,True,12,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,111525.0,37850.0
https://t.me/algoses/615,algoses,615,Backend про,family_candidate,2026-08-25 16:10:56,0,4999750,2990000,6,4,True,12,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,49997.5,29900.0
https://t.me/algoses/615,algoses,615,Алгоритмы про,family_candidate,2026-08-25 16:10:56,0,4380000,895000,6,1,True,12,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,43800.0,8950.0
https://t.me/algoses/615,algoses,615,AI агенты,family_candidate,2026-08-25 16:10:56,0,21782550,8158750,27,10,True,12,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,217825.5,81587.5
https://t.me/chad_protocol/528,chad_protocol,528,Аналитика про,family_candidate,2026-08-26 16:16:56,0,10452500,1195000,13,2,True,9,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,104525.0,11950.0
https://t.me/chad_protocol/528,chad_protocol,528,ML про,family_candidate,2026-08-26 16:16:56,0,7145000,5427500,9,7,True,9,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,71450.0,54275.0
https://t.me/chad_protocol/528,chad_protocol,528,Backend про,family_candidate,2026-08-26 16:16:56,0,4657250,747500,6,1,True,9,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,46572.5,7475.0
https://t.me/chad_protocol/528,chad_protocol,528,Алгоритмы про,family_candidate,2026-08-26 16:16:56,0,3037500,0,4,0,True,9,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,30375.0,0.0
https://t.me/chad_protocol/528,chad_protocol,528,AI агенты,family_candidate,2026-08-26 16:16:56,0,20887550,5721250,26,7,True,9,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,208875.5,57212.5
https://t.me/postypashki_old/1870,postypashki_old,1870,Backend про,explicit,2026-08-28 16:05:59,0,2990000,3582500,4,4,True,8,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,29900.0,35825.0
https://t.me/chad_protocol/529,chad_protocol,529,Аналитика про,family_candidate,2026-08-29 09:17:00,0,747500,8754650,1,11,True,8,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,7475.0,87546.5
https://t.me/chad_protocol/529,chad_protocol,529,ML про,family_candidate,2026-08-29 09:17:00,0,4532500,6320000,6,8,True,8,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,45325.0,63200.0
https://t.me/chad_protocol/529,chad_protocol,529,Backend про,family_candidate,2026-08-29 09:17:00,0,747500,3582500,1,4,True,8,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,7475.0,35825.0
https://t.me/chad_protocol/529,chad_protocol,529,Алгоритмы про,family_candidate,2026-08-29 09:17:00,0,0,2840000,0,4,True,8,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,0.0,28400.0
https://t.me/chad_protocol/529,chad_protocol,529,AI агенты,family_candidate,2026-08-29 09:17:00,0,5721250,12611000,7,16,True,8,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,57212.5,126110.0
https://t.me/postypashki_old/1872,postypashki_old,1872,Аналитика про,family_candidate,2026-08-29 18:58:58,0,1195000,12780650,2,15,True,8,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,11950.0,127806.5
https://t.me/postypashki_old/1872,postypashki_old,1872,ML про,family_candidate,2026-08-29 18:58:58,0,5427500,6772500,7,9,True,8,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,54275.0,67725.0
https://t.me/postypashki_old/1872,postypashki_old,1872,Backend про,family_candidate,2026-08-29 18:58:58,0,747500,4330000,1,5,True,8,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,7475.0,43300.0
https://t.me/postypashki_old/1872,postypashki_old,1872,Алгоритмы про,family_candidate,2026-08-29 18:58:58,0,0,3587500,0,5,True,8,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,0.0,35875.0
https://t.me/postypashki_old/1872,postypashki_old,1872,AI агенты,family_candidate,2026-08-29 18:58:58,0,5721250,13456000,7,17,True,8,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,57212.5,134560.0
https://t.me/chad_protocol/531,chad_protocol,531,Аналитика про,family_candidate,2026-08-30 15:47:10,0,2040000,13871650,3,16,True,9,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,20400.0,138716.5
https://t.me/chad_protocol/531,chad_protocol,531,ML про,family_candidate,2026-08-30 15:47:10,0,6822500,6125000,9,8,True,9,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,68225.0,61250.0
https://t.me/chad_protocol/531,chad_protocol,531,Backend про,family_candidate,2026-08-30 15:47:10,0,895000,8385000,1,10,True,9,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,8950.0,83850.0
https://t.me/chad_protocol/531,chad_protocol,531,Алгоритмы про,family_candidate,2026-08-30 15:47:10,0,1395000,3687500,2,5,True,9,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,13950.0,36875.0
https://t.me/chad_protocol/531,chad_protocol,531,AI агенты,family_candidate,2026-08-30 15:47:10,0,8274000,8367000,10,11,True,9,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,82740.0,83670.0
https://t.me/postypashki_old/1875,postypashki_old,1875,Аналитика про,family_candidate,2026-08-31 14:11:02,0,3632500,13124150,5,15,True,10,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,36325.0,131241.5
https://t.me/postypashki_old/1875,postypashki_old,1875,ML про,family_candidate,2026-08-31 14:11:02,0,7067500,6225000,9,8,True,10,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,70675.0,62250.0
https://t.me/postypashki_old/1875,postypashki_old,1875,Backend про,family_candidate,2026-08-31 14:11:02,0,3582500,8012500,4,11,True,10,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,35825.0,80125.0
https://t.me/postypashki_old/1875,postypashki_old,1875,Алгоритмы про,family_candidate,2026-08-31 14:11:02,0,2092500,4485000,3,6,True,10,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,20925.0,44850.0
https://t.me/postypashki_old/1875,postypashki_old,1875,AI агенты,family_candidate,2026-08-31 14:11:02,0,11766000,4875000,15,6,True,10,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,117660.0,48750.0
https://t.me/chad_protocol/535,chad_protocol,535,Аналитика про,family_candidate,2026-09-01 16:07:17,0,10991150,17010500,13,20,True,10,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,109911.5,170105.0
https://t.me/chad_protocol/535,chad_protocol,535,ML про,family_candidate,2026-09-01 16:07:17,0,6772500,6322500,9,8,True,10,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,67725.0,63225.0
https://t.me/chad_protocol/535,chad_protocol,535,Backend про,family_candidate,2026-09-01 16:07:17,0,4330000,10696500,5,14,True,10,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,43300.0,106965.0
https://t.me/chad_protocol/535,chad_protocol,535,Алгоритмы про,family_candidate,2026-09-01 16:07:17,0,3587500,4535000,5,6,True,10,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,35875.0,45350.0
https://t.me/chad_protocol/535,chad_protocol,535,AI агенты,family_candidate,2026-09-01 16:07:17,0,13456000,5630000,17,8,True,10,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,134560.0,56300.0
https://t.me/postypashki_old/1876,postypashki_old,1876,Аналитика про,family_candidate,2026-09-01 17:40:56,0,11885650,16116000,14,19,True,10,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,118856.5,161160.0
https://t.me/postypashki_old/1876,postypashki_old,1876,ML про,family_candidate,2026-09-01 17:40:56,0,6772500,7070000,9,9,True,10,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,67725.0,70700.0
https://t.me/postypashki_old/1876,postypashki_old,1876,Backend про,family_candidate,2026-09-01 17:40:56,0,4330000,10696500,5,14,True,10,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,43300.0,106965.0
https://t.me/postypashki_old/1876,postypashki_old,1876,Алгоритмы про,family_candidate,2026-09-01 17:40:56,0,3587500,4535000,5,6,True,10,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,35875.0,45350.0
https://t.me/postypashki_old/1876,postypashki_old,1876,AI агенты,family_candidate,2026-09-01 17:40:56,0,13456000,5630000,17,8,True,10,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,134560.0,56300.0
https://t.me/algoses/620,algoses,620,Аналитика про,family_candidate,2026-09-02 15:21:30,0,13871650,20000000,16,24,True,8,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,138716.5,200000.0
https://t.me/algoses/620,algoses,620,ML про,family_candidate,2026-09-02 15:21:30,0,6125000,12192500,8,15,True,8,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,61250.0,121925.0
https://t.me/algoses/620,algoses,620,Backend про,family_candidate,2026-09-02 15:21:30,0,8385000,9926500,10,13,True,8,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,83850.0,99265.0
https://t.me/algoses/620,algoses,620,Алгоритмы про,family_candidate,2026-09-02 15:21:30,0,4385000,4830000,6,6,True,8,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,43850.0,48300.0
https://t.me/algoses/620,algoses,620,AI агенты,family_candidate,2026-09-02 15:21:30,0,8367000,5925000,11,8,True,8,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,83670.0,59250.0
https://t.me/postypashki_old/1877,postypashki_old,1877,Аналитика про,family_candidate,2026-09-02 16:06:05,0,13871650,20895000,16,25,True,8,Тематическое окно; не выручка от поста. Окна разных публикаций пересекаются.,138716.5,208950.0
