id,mode,userId,course,amount,at,source,status,leadId,refundAmount
hpay_0001,historical,hist_437,ML про,8950.0,2026-08-04T09:08:31,purchases.xlsx; row 2; timezone unspecified,paid,,
hpay_0089,historical,hist_520,Аналитика старт,6490.0,2026-08-09T09:27:27,purchases.xlsx; row 90; timezone unspecified,paid,,
hpay_0090,historical,hist_598,Backend старт,4950.0,2026-08-09T09:43:34,purchases.xlsx; row 91; timezone unspecified,paid,,
hpay_0091,historical,hist_598,Алгоритмы,4950.0,2026-08-09T09:43:34,purchases.xlsx; row 92; timezone unspecified,paid,,
hpay_0092,historical,hist_279,Аналитика старт,6490.0,2026-08-09T09:48:26,purchases.xlsx; row 93; timezone unspecified,paid,,
hpay_0093,historical,hist_207,Алгоритмы старт,6490.0,2026-08-09T10:15:38,purchases.xlsx; row 94; timezone unspecified,paid,,
hpay_0094,historical,hist_457,Алгоритмы старт,6490.0,2026-08-09T10:16:31,purchases.xlsx; row 95; timezone unspecified,paid,,
hpay_0095,historical,hist_389,ML старт,4950.0,2026-08-09T10:18:12,purchases.xlsx; row 96; timezone unspecified,paid,,
hpay_0096,historical,hist_389,Алгоритмы старт,4950.0,2026-08-09T10:18:12,purchases.xlsx; row 97; timezone unspecified,paid,,
hpay_0097,historical,hist_89,Алгоритмы,9900.0,2026-08-09T10:44:19,purchases.xlsx; row 98; timezone unspecified,paid,,
hpay_0098,historical,hist_232,Аналитика старт,6490.0,2026-08-09T10:47:20,purchases.xlsx; row 99; timezone unspecified,paid,,
hpay_0099,historical,hist_527,ML старт,4950.0,2026-08-09T10:49:47,purchases.xlsx; row 100; timezone unspecified,paid,,
hpay_0100,historical,hist_527,Алгоритмы старт,4950.0,2026-08-09T10:49:47,purchases.xlsx; row 101; timezone unspecified,paid,,
hpay_0101,historical,hist_129,Аналитика старт,6490.0,2026-08-09T10:56:45,purchases.xlsx; row 102; timezone unspecified,paid,,
hpay_0102,historical,hist_19,Алгоритмы старт,4950.0,2026-08-09T11:01:50,purchases.xlsx; row 103; timezone unspecified,paid,,
hpay_0103,historical,hist_19,Аналитика старт,4950.0,2026-08-09T11:01:50,purchases.xlsx; row 104; timezone unspecified,paid,,
hpay_0104,historical,hist_38,Аналитика старт,6490.0,2026-08-09T12:15:31,purchases.xlsx; row 105; timezone unspecified,paid,,
hpay_0105,historical,hist_206,Backend старт,4995.0,2026-08-09T13:00:12,purchases.xlsx; row 106; timezone unspecified,paid,,
hpay_0106,historical,hist_206,Алгоритмы,4995.0,2026-08-09T13:00:12,purchases.xlsx; row 107; timezone unspecified,paid,,
hpay_0107,historical,hist_356,Backend старт,6950.0,2026-08-09T13:48:05,purchases.xlsx; row 108; timezone unspecified,paid,,
hpay_0108,historical,hist_336,ML старт,4950.0,2026-08-09T13:48:41,purchases.xlsx; row 109; timezone unspecified,paid,,
hpay_0109,historical,hist_336,Алгоритмы старт,4950.0,2026-08-09T13:48:41,purchases.xlsx; row 110; timezone unspecified,paid,,
hpay_0110,historical,hist_53,ML старт,4950.0,2026-08-09T13:57:35,purchases.xlsx; row 111; timezone unspecified,paid,,
hpay_0111,historical,hist_543,Алгоритмы старт,4950.0,2026-08-09T14:01:24,purchases.xlsx; row 112; timezone unspecified,paid,,
hpay_0112,historical,hist_476,ML старт,4450.0,2026-08-09T14:14:07,purchases.xlsx; row 113; timezone unspecified,paid,,
hpay_0113,historical,hist_476,Алгоритмы старт,4450.0,2026-08-09T14:14:07,purchases.xlsx; row 114; timezone unspecified,paid,,
hpay_0114,historical,hist_64,Алгоритмы,4995.0,2026-08-09T14:45:05,purchases.xlsx; row 115; timezone unspecified,paid,,
hpay_0115,historical,hist_335,ML старт,4950.0,2026-08-09T16:07:42,purchases.xlsx; row 116; timezone unspecified,paid,,
hpay_0116,historical,hist_335,Алгоритмы старт,4950.0,2026-08-09T16:07:42,purchases.xlsx; row 117; timezone unspecified,paid,,
hpay_0117,historical,hist_400,Алгоритмы старт,6490.0,2026-08-09T16:12:09,purchases.xlsx; row 118; timezone unspecified,paid,,
hpay_0118,historical,hist_58,Backend старт,5463.33,2026-08-09T16:12:46,purchases.xlsx; row 119; timezone unspecified,paid,,
hpay_0119,historical,hist_58,ML старт,5463.33,2026-08-09T16:12:46,purchases.xlsx; row 120; timezone unspecified,paid,,
hpay_0120,historical,hist_58,Алгоритмы старт,5463.34,2026-08-09T16:12:46,purchases.xlsx; row 121; timezone unspecified,paid,,
hpay_0121,historical,hist_435,Аналитика про,4950.0,2026-08-09T16:13:53,purchases.xlsx; row 122; timezone unspecified,paid,,
hpay_0122,historical,hist_435,Аналитика старт,4950.0,2026-08-09T16:13:53,purchases.xlsx; row 123; timezone unspecified,paid,,
hpay_0123,historical,hist_365,ML старт,6490.0,2026-08-09T16:15:08,purchases.xlsx; row 124; timezone unspecified,paid,,
hpay_0124,historical,hist_286,Аналитика старт,6490.0,2026-08-09T16:16:39,purchases.xlsx; row 125; timezone unspecified,paid,,
hpay_0125,historical,hist_96,Аналитика старт,6490.0,2026-08-09T16:21:43,purchases.xlsx; row 126; timezone unspecified,paid,,
hpay_0126,historical,hist_321,ML старт,6490.0,2026-08-09T16:24:15,purchases.xlsx; row 127; timezone unspecified,paid,,
hpay_0127,historical,hist_550,Алгоритмы старт,5463.34,2026-08-09T16:24:42,purchases.xlsx; row 128; timezone unspecified,paid,,
hpay_0128,historical,hist_577,Backend старт,5463.33,2026-08-09T16:26:30,purchases.xlsx; row 129; timezone unspecified,paid,,
hpay_0129,historical,hist_176,Алгоритмы,6490.0,2026-08-09T16:29:58,purchases.xlsx; row 130; timezone unspecified,paid,,
hpay_0130,historical,hist_331,Алгоритмы старт,4995.0,2026-08-09T16:31:09,purchases.xlsx; row 131; timezone unspecified,paid,,
hpay_0131,historical,hist_331,Аналитика старт,4995.0,2026-08-09T16:31:09,purchases.xlsx; row 132; timezone unspecified,paid,,
hpay_0132,historical,hist_138,ML старт,6490.0,2026-08-09T16:33:22,purchases.xlsx; row 133; timezone unspecified,paid,,
hpay_0133,historical,hist_40,Аналитика старт,6490.0,2026-08-09T16:36:02,purchases.xlsx; row 134; timezone unspecified,paid,,
hpay_0134,historical,hist_488,Алгоритмы,19350.0,2026-08-09T16:36:09,purchases.xlsx; row 135; timezone unspecified,paid,,
hpay_0135,historical,hist_462,Алгоритмы старт,500.0,2026-08-09T16:45:22,purchases.xlsx; row 136; timezone unspecified,paid,,
hpay_0136,historical,hist_329,Алгоритмы старт,6490.0,2026-08-09T16:51:47,purchases.xlsx; row 137; timezone unspecified,paid,,
hpay_0137,historical,hist_12,Backend старт,6490.0,2026-08-09T16:52:01,purchases.xlsx; row 138; timezone unspecified,paid,,
hpay_0138,historical,hist_371,ML старт,4950.0,2026-08-09T17:17:09,purchases.xlsx; row 139; timezone unspecified,paid,,
hpay_0139,historical,hist_371,Алгоритмы старт,4950.0,2026-08-09T17:17:09,purchases.xlsx; row 140; timezone unspecified,paid,,
hpay_0140,historical,hist_380,ML старт,6490.0,2026-08-09T17:19:11,purchases.xlsx; row 141; timezone unspecified,paid,,
hpay_0141,historical,hist_184,Алгоритмы старт,4950.0,2026-08-09T17:20:07,purchases.xlsx; row 142; timezone unspecified,paid,,
hpay_0142,historical,hist_470,ML старт,4950.0,2026-08-09T17:24:05,purchases.xlsx; row 143; timezone unspecified,paid,,
hpay_0143,historical,hist_470,Алгоритмы,4950.0,2026-08-09T17:24:05,purchases.xlsx; row 144; timezone unspecified,paid,,
hpay_0144,historical,hist_319,ML старт,4950.0,2026-08-09T17:25:06,purchases.xlsx; row 145; timezone unspecified,paid,,
hpay_0145,historical,hist_402,ML старт,4995.0,2026-08-09T17:25:40,purchases.xlsx; row 146; timezone unspecified,paid,,
hpay_0146,historical,hist_402,Алгоритмы старт,4995.0,2026-08-09T17:25:40,purchases.xlsx; row 147; timezone unspecified,paid,,
hpay_0147,historical,hist_563,Аналитика старт,6490.0,2026-08-09T17:28:24,purchases.xlsx; row 148; timezone unspecified,paid,,
hpay_0148,historical,hist_597,ML старт,5990.0,2026-08-09T18:00:04,purchases.xlsx; row 149; timezone unspecified,paid,,
hpay_0149,historical,hist_589,Алгоритмы старт,5990.0,2026-08-09T18:06:31,purchases.xlsx; row 150; timezone unspecified,paid,,
hpay_0150,historical,hist_65,Аналитика старт,6490.0,2026-08-09T18:45:20,purchases.xlsx; row 151; timezone unspecified,paid,,
hpay_0151,historical,hist_103,Аналитика старт,6490.0,2026-08-09T18:46:42,purchases.xlsx; row 152; timezone unspecified,paid,,
hpay_0152,historical,hist_62,Backend старт,4995.0,2026-08-09T18:47:09,purchases.xlsx; row 153; timezone unspecified,paid,,
hpay_0153,historical,hist_62,Алгоритмы старт,4995.0,2026-08-09T18:47:09,purchases.xlsx; row 154; timezone unspecified,paid,,
hpay_0154,historical,hist_187,Алгоритмы старт,4495.0,2026-08-09T18:48:05,purchases.xlsx; row 155; timezone unspecified,paid,,
hpay_0155,historical,hist_187,Аналитика старт,4495.0,2026-08-09T18:48:05,purchases.xlsx; row 156; timezone unspecified,paid,,
hpay_0156,historical,hist_369,Алгоритмы старт,4495.0,2026-08-09T18:53:23,purchases.xlsx; row 157; timezone unspecified,paid,,
hpay_0157,historical,hist_282,ML про,8745.0,2026-08-09T18:55:57,purchases.xlsx; row 158; timezone unspecified,paid,,
hpay_0158,historical,hist_323,Backend старт,4995.0,2026-08-09T18:56:09,purchases.xlsx; row 159; timezone unspecified,paid,,
hpay_0159,historical,hist_323,Алгоритмы,4995.0,2026-08-09T18:56:09,purchases.xlsx; row 160; timezone unspecified,paid,,
hpay_0160,historical,hist_382,ML старт,4450.0,2026-08-09T18:58:42,purchases.xlsx; row 161; timezone unspecified,paid,,
hpay_0161,historical,hist_382,Алгоритмы старт,4450.0,2026-08-09T18:58:42,purchases.xlsx; row 162; timezone unspecified,paid,,
hpay_0162,historical,hist_228,Data Science,6450.0,2026-08-09T19:02:28,purchases.xlsx; row 163; timezone unspecified,paid,,
hpay_0163,historical,hist_84,Backend старт,6490.0,2026-08-09T19:07:32,purchases.xlsx; row 164; timezone unspecified,paid,,
hpay_0164,historical,hist_374,Data Science,6450.0,2026-08-09T19:11:48,purchases.xlsx; row 165; timezone unspecified,paid,,
hpay_0165,historical,hist_63,Data Engenering,6450.0,2026-08-09T19:29:08,purchases.xlsx; row 166; timezone unspecified,paid,,
hpay_0166,historical,hist_63,Data Science,6450.0,2026-08-09T19:29:08,purchases.xlsx; row 167; timezone unspecified,paid,,
hpay_0167,historical,hist_433,ML старт,4950.0,2026-08-09T19:40:37,purchases.xlsx; row 168; timezone unspecified,paid,,
hpay_0168,historical,hist_433,Алгоритмы старт,4950.0,2026-08-09T19:40:37,purchases.xlsx; row 169; timezone unspecified,paid,,
hpay_0169,historical,hist_439,Backend старт,6490.0,2026-08-09T20:20:29,purchases.xlsx; row 170; timezone unspecified,paid,,
hpay_0170,historical,hist_223,Алгоритмы старт,6490.0,2026-08-09T20:27:29,purchases.xlsx; row 171; timezone unspecified,paid,,
hpay_0171,historical,hist_508,Backend старт,4950.0,2026-08-09T21:33:27,purchases.xlsx; row 172; timezone unspecified,paid,,
hpay_0172,historical,hist_508,Алгоритмы старт,4950.0,2026-08-09T21:33:27,purchases.xlsx; row 173; timezone unspecified,paid,,
hpay_0173,historical,hist_478,Data Engenering,6450.0,2026-08-10T00:13:55,purchases.xlsx; row 174; timezone unspecified,paid,,
hpay_0174,historical,hist_57,ML старт,4950.0,2026-08-10T00:14:10,purchases.xlsx; row 175; timezone unspecified,paid,,
hpay_0175,historical,hist_445,Аналитика про,4950.0,2026-08-10T00:36:19,purchases.xlsx; row 176; timezone unspecified,paid,,
hpay_0176,historical,hist_93,К ВУЗу,6950.0,2026-08-10T05:56:12,purchases.xlsx; row 177; timezone unspecified,paid,,
hpay_0177,historical,hist_186,Алгоритмы старт,4950.0,2026-08-10T06:13:10,purchases.xlsx; row 178; timezone unspecified,paid,,
hpay_0178,historical,hist_544,Алгоритмы,4995.0,2026-08-10T06:26:01,purchases.xlsx; row 179; timezone unspecified,paid,,
hpay_0179,historical,hist_83,Аналитика старт,6490.0,2026-08-10T07:52:44,purchases.xlsx; row 180; timezone unspecified,paid,,
hpay_0180,historical,hist_152,ML старт,6490.0,2026-08-10T08:42:13,purchases.xlsx; row 181; timezone unspecified,paid,,
hpay_0181,historical,hist_446,Data Engenering,6950.0,2026-08-10T09:02:50,purchases.xlsx; row 182; timezone unspecified,paid,,
hpay_0182,historical,hist_106,Backend старт,4950.0,2026-08-10T10:53:02,purchases.xlsx; row 183; timezone unspecified,paid,,
hpay_0183,historical,hist_106,Алгоритмы старт,4950.0,2026-08-10T10:53:02,purchases.xlsx; row 184; timezone unspecified,paid,,
hpay_0184,historical,hist_158,Backend старт,4700.0,2026-08-10T12:37:30,purchases.xlsx; row 185; timezone unspecified,paid,,
hpay_0185,historical,hist_158,Алгоритмы,4700.0,2026-08-10T12:37:30,purchases.xlsx; row 186; timezone unspecified,paid,,
hpay_0186,historical,hist_164,ML старт,8745.0,2026-08-10T13:08:15,purchases.xlsx; row 187; timezone unspecified,paid,,
hpay_0187,historical,hist_500,Аналитика старт,6490.0,2026-08-10T13:21:01,purchases.xlsx; row 188; timezone unspecified,paid,,
hpay_0188,historical,hist_467,Аналитика старт,6490.0,2026-08-10T13:55:50,purchases.xlsx; row 189; timezone unspecified,paid,,
hpay_0189,historical,hist_217,К ВУЗу,6950.0,2026-08-10T14:24:20,purchases.xlsx; row 190; timezone unspecified,paid,,
hpay_0190,historical,hist_258,Алгоритмы,6490.0,2026-08-10T15:03:03,purchases.xlsx; row 191; timezone unspecified,paid,,
hpay_0191,historical,hist_408,Аналитика старт,6490.0,2026-08-10T15:22:41,purchases.xlsx; row 192; timezone unspecified,paid,,
hpay_0192,historical,hist_584,Алгоритмы старт,6490.0,2026-08-10T15:33:39,purchases.xlsx; row 193; timezone unspecified,paid,,
hpay_0193,historical,hist_519,Алгоритмы старт,4950.0,2026-08-10T16:09:27,purchases.xlsx; row 194; timezone unspecified,paid,,
hpay_0194,historical,hist_519,Аналитика про,4950.0,2026-08-10T16:09:27,purchases.xlsx; row 195; timezone unspecified,paid,,
hpay_0195,historical,hist_519,Аналитика старт,4950.0,2026-08-10T16:09:27,purchases.xlsx; row 196; timezone unspecified,paid,,
hpay_0196,historical,hist_86,Алгоритмы старт,4950.0,2026-08-10T16:16:30,purchases.xlsx; row 197; timezone unspecified,paid,,
hpay_0197,historical,hist_21,Алгоритмы старт,4950.0,2026-08-10T16:29:36,purchases.xlsx; row 198; timezone unspecified,paid,,
hpay_0198,historical,hist_21,Аналитика старт,4950.0,2026-08-10T16:29:36,purchases.xlsx; row 199; timezone unspecified,paid,,
hpay_0199,historical,hist_16,ML старт,4950.0,2026-08-10T16:56:42,purchases.xlsx; row 200; timezone unspecified,paid,,
hpay_0200,historical,hist_16,Алгоритмы старт,4950.0,2026-08-10T16:56:42,purchases.xlsx; row 201; timezone unspecified,paid,,
hpay_0201,historical,hist_67,Аналитика старт,6490.0,2026-08-10T18:01:06,purchases.xlsx; row 202; timezone unspecified,paid,,
hpay_0202,historical,hist_498,Аналитика про,4500.0,2026-08-10T18:10:53,purchases.xlsx; row 203; timezone unspecified,paid,,
hpay_0203,historical,hist_498,Аналитика старт,4500.0,2026-08-10T18:10:53,purchases.xlsx; row 204; timezone unspecified,paid,,
hpay_0204,historical,hist_52,К ВУЗу,6450.0,2026-08-10T18:12:59,purchases.xlsx; row 205; timezone unspecified,paid,,
hpay_0205,historical,hist_464,Аналитика старт,4500.0,2026-08-10T18:30:49,purchases.xlsx; row 206; timezone unspecified,paid,,
hpay_0206,historical,hist_606,К ВУЗу,6450.0,2026-08-10T18:36:00,purchases.xlsx; row 207; timezone unspecified,paid,,
hpay_0207,historical,hist_546,Аналитика старт,6490.0,2026-08-10T19:07:51,purchases.xlsx; row 208; timezone unspecified,paid,,
hpay_0208,historical,hist_389,Аналитика старт,5990.0,2026-08-10T19:12:23,purchases.xlsx; row 209; timezone unspecified,paid,,
hpay_0209,historical,hist_588,К ВУЗу,6450.0,2026-08-11T02:43:57,purchases.xlsx; row 210; timezone unspecified,paid,,
